sample.no	specimen	year	month	weight	sex	maturity.stage	DML	eviscerate.weight	dig.weight	nid.length	nid.weight	ovary.weight
114039101	1060	1991	3	680	2	5	312	341	16.513	104	36.77	50.23
109049101	1041	1991	4	324	2	5	240	151	7.216	89	21.363	26.142
109049101	1042	1991	4	337	2	4	250	166	7.85	90	17.874	26.755
109049101	1043	1991	4	330	2	4	246	158	8.391	84	19.724	29.202
109049101	1044	1991	4	308	2	5	227	149	7.142	91	14.749	31.351
109049101	1045	1991	4	214	2	5	204	105	8.79	67	9.152	16.114
109049101	1046	1991	4	301	2	5	233	147	8.399	76	16.923	27.187
109049101	1002	1991	4	74	2	1	124	40	1.988	19.5	0.065	0.022
109049101	1036	1991	4	664	2	4	293	325	20.428	102	37.676	50.025
109049101	1037	1991	4	453	2	4	292	222	9.026	97	25.147	33.066
109049101	1038	1991	4	392	2	5	265	202	9.292	89	19.729	32.301
109049101	1040	1991	4	364	2	4	235	177	9.556	87	18.345	30.639
109049101	1047	1991	4	327	2	4	237	158	6.824	79	14.74	29.279
109049101	1048	1991	4	283	2	5	228	136	7.652	81	14.938	23.326
109049101	1049	1991	4	278	2	5	220	128	8.082	83	16.49	24.213
109049101	1050	1991	4	301	2	5	223	141	8.898	86	20.211	25.341
109049101	1051	1991	4	261	2	5	223	133	8.895	74	11.397	22.502
109049101	1052	1991	4	288	2	4	223	141	7.526	78	15.34	25.662
109049101	1053	1991	4	252	2	5	220	122	6.16	74	11.787	23.293
109049101	1054	1991	4	275	2	5	221	123	8.203	77.6	12.373	40.15
109049101	1055	1991	4	264	2	5	222	125	10.332	80	11.504	25.816
109049101	1056	1991	4	257	2	4	207	128	7.157	84	10.563	22.5
109049101	1059	1991	4	219	2	5	200	102	4.145	76	13.459	18.15
109049101	1060	1991	4	223	2	5	201	107	7.321	70	12.091	18.901
109049101	1061	1991	4	220	2	5	207	102	5.434	75	14.487	17.479
109049101	1062	1991	4	215	2	4	202	106	9.041	60	7.769	23.068
109049101	1063	1991	4	204	2	4	198	94	4.63	71	10.006	18.216
109049101	1065	1991	4	172	2	4	185	83	4.39	67	9.041	15.646
109049101	1066	1991	4	152	2	5	177	75	3.351	64	8.031	13.692
109049101	1067	1991	4	160	2	4	173	72	2.576	66	9.05	17.96
109049101	1068	1991	4	117	2	2	160	65	3.826	43	1.856	0.826
109049101	1069	1991	4	111	2	3	155	55	2.674	50	3.405	2.566
109049101	1070	1991	4	58	2	1	117	32	1.814	16	0.036	0.065
109049101	1072	1991	4	238	2	4	203	114	7.497	79.5	12.772	18.465
120059101	1006	1991	5	251	2	4	215	126	6.808	78	12.104	17.353
122059101	1036	1991	5	160	2	5	181	75	3.379	70	8.282	14.555
122059101	1037	1991	5	160	2	5	183	69	3.379	70	10.581	16.944
122059101	1038	1991	5	152	2	3	171	83	4.218	60	4.867	3.401
122059101	1040	1991	5	184	2	5	179	80	4.168	73	11.029	15.505
122059101	1041	1991	5	202	2	5	200	93	7.633	73.7	10.558	22.565
122059101	1042	1991	5	203	2	5	198	94	2.565	76	11.115	21.584
122059101	1044	1991	5	253	2	5	214	118	8.245	73	16.303	19.847
122059101	1045	1991	5	190	2	5	184	87	6.19	75	11.409	19.172
122059101	1046	1991	5	238	2	4	194	120	6.732	74	12.732	24.285
122059101	1047	1991	5	217	2	5	191	101	4.423	71	11.417	22.628
122059101	1048	1991	5	242	2	5	217	113	5.152	69.4	11.352	23.374
122059101	1049	1991	5	267	2	5	221	124	5.805	86	16.167	23.727
122059101	1050	1991	5	304	2	5	232	133	8.245	97.3	23.197	27.229
122059101	1053	1991	5	260	2	5	215	118	5.4	79	15.232	25.305
122059101	1054	1991	5	342	2	4	230	166	9.62	87	17.714	25.034
122059101	1055	1991	5	306	2	5	225	143	9.301	80	14.234	31
122059101	1056	1991	5	339	2	5	240	173	7.576	92	23.325	18.792
122059101	1057	1991	5	277	2	5	225	139	9.091	77	13.902	27.506
122059101	1058	1991	5	273	2	5	226	136	9.506	80	13.66	22.651
122059101	1059	1991	5	301	2	5	233	134	7.725	91	17.23	30.451
122059101	1060	1991	5	324	2	5	243	163	8.166	83	15.176	27.535
122059101	1061	1991	5	416	2	5	254	213	12.576	90	20.037	22.531
122059101	1062	1991	5	368	2	5	254	184	9.217	97	15.751	35.709
122059101	1063	1991	5	370	2	5	249	182	6.63	105	25.133	25.979
122059101	1064	1991	5	366	2	5	249	183	8.022	100	15.217	34.522
122059101	1065	1991	5	531	2	4	285	266	13.457	103.4	29.949	32.011
122059101	1068	1991	5	436	2	5	265	210	12.635	94	24.001	34.913
122059101	1069	1991	5	526	2	4	296	262	10.57	102	26.291	29.245
122059101	1070	1991	5	742	2	4	322	378	21.203	94.6	39.325	37.373
120069101	1004	1991	6	109	2	1	146	60	2.121	18	0.101	0.035
120069101	1043	1991	6	126	2	2	163	72.3	3.4	23.9	0.148	0.07
120069101	1044	1991	6	114	2	2	153	62	2.273	17	0.095	0.045
120069101	1046	1991	6	124	2	2	152	67.6	3.914	22	0.194	0.141
120069101	1049	1991	6	105	2	2	150	60	2.289	21.1	0.112	0.1
120069101	1050	1991	6	129	2	1	157	73	3.715	15	0.07	0.03
120069101	1054	1991	6	127	2	2	152	67.6	3.07	23.9	0.13	0.069
120069101	1056	1991	6	140	2	1	165	74.3	3.373	24	0.096	0.051
120069101	1058	1991	6	149	2	1	169	78.6	4.732	22.5	0.151	0.046
120069101	1059	1991	6	242	2	5	213	105	6.143	86	15.518	24.427
120069101	1060	1991	6	240	2	5	215	113	5.638	73	11.961	19.269
120069101	1063	1991	6	330	2	5	243	153	11.772	91	19.033	30
120069101	1064	1991	6	185	2	4	188	88	5.085	70	10.798	19.716
120069101	1065	1991	6	126	2	2	153	70	3.634	19	0.114	0.071
104079101	1001	1991	7	324	2	4	227	155	7.96	82	17.396	28.856
